ID,Departamento,LOCALIDAD,TIPO,Latitude,Longitude,web,Pop 2008,01/09,02/09,03/09,04/09,05/09,06/09,07/09,08/09,09/09,10/09,11/09,12/09,01/10,02/10,03/10,04/10,05/10,06/10,07/10,08/10,09/10,10/10,11/10,12/10,01/11,02/11,03/11,04/11,05/11,06/11,07/11,08/11,09/11,10/11,11/11,12/11,01/12,02/12,03/12,04/12,05/12,06/12,07/12,08/12,09/12,10/12,11/12,12/12,01/13,02/13,03/13,04/13,05/13,06/13,07/13,08/13,09/13,10/13,11/13,12/13,01/14,02/14,03/14,04/14
219,TOTORAL,CANDELARIA SUD ,Comuna,-30.839160919189,-63.801040649414,,278,16216,19027,17215,18168,19565,20757,20014,19386,19509,20743,19956,21502,21244,23580,22425,22742,27267,28542,26851,25980,27357,26126,27780,24182,31282,31001,32516,30719,37885,38019,"36322,4","37059,01","37762,93","36388,72","40565,78","39267,79",44024,38058,37446,35780,46793,46404,43267,46271,44962,"48594,8","49716,6","48458,2","53596,3","57770,6",50933,53284,63175,64251,"62550,27","63657,01","61688,6","63979,63","66514,58","64830,76","76397,5","81307,86","68398,16",73463
220,UNION,CAÑADA DE LUQUE ,Municipio,-30.734600067139,-63.723621368408,,1232,103806,121805,110200,116302,125243,132876,128120,124095,124885,132783,127743,137639,135993,150942,143550,145579,174549,182708,171884,166310,175121,167241,177829,154799,200248,198449,191871,191371,236008,236843,226277,230865,235251,628639,700783,678342,274253,237088,233278,222899,291502,289080,269537,288254,280097,"302729,6","309717,8","301878,8",333887,359892,317296,331940,393558,400263,"389667,6","396562,2","384299,6","398571,98","414363,88","403874,23","475931,22","506521,14","426097,98",457651
221,RIO PRIMERO,CAÑADA DE MACHADO ,Comuna,-31.429540634155,-63.587318420410,,218,14823,17393,15736,16607,17884,18974,18295,17720,17833,18961,18241,19654,19419,21554,20498,20788,24925,26090,24544,23748,25006,23881,25393,22104,28594,28337,30427,28308,34911,35035,"33471,62","34150,42","34799,09","33532,73","37381,03","36183,99",40569,35071,34507,32972,43120,42762,39871,42640,41433,"44780,8","45814,5",44655,"49389,7","53236,4","46935,5",49102,58216,59208,"57640,99","58660,86","56846,94","58958,16","61294,15","59742,49","70401,41","74926,37","63029,9",67697
222,ISCHILIN,CAÑADA DE RIO PINTO ,Comuna,-30.774280548096,-64.217056274414,,225,14561,17086,15458,16313,17568,18639,17972,17407,17518,18626,17919,19307,19076,21173,20136,20421,24484,25629,24110,23328,24564,23459,24944,21714,28089,27837,29539,27694,34154,34275,"32745,62","33409,7","34044,3","32805,41","36570,24","35399,16",39689,34310,33759,32257,42185,41834,39006,41715,40534,"43809,5","44820,8","43686,4","48318,5","52081,7","45917,5",48037,56954,57924,"56390,76","57388,52","55613,94","57679,36","59964,69","58446,68","68874,41","73301,23","61662,79",66229
223,CALAMUCHITA,CAÑADA DEL SAUCE ,Comuna,-32.365600585938,-64.642181396484,,99,12324,14460,13083,13807,14868,15774,15210,14732,14826,15764,15165,16340,16145,17919,17042,17283,20722,21691,20406,19744,20790,19854,21111,18377,23773,23559,22001,22467,27708,27806,"26565,08","27103,82","27618,64","26613,58","29667,82","28717,78",32198,27834,27387,26169,34223,33938,31644,33841,32884,"35540,7","36361,2","35440,9","39198,6","42251,6","37250,9",38970,46204,46991,"45747,34","46556,77","45117,13","46792,72","48646,71","47415,21","55874,77","59466,05","50024,3",53729
224,RIO PRIMERO,CAPILLA DE LOS REMEDIOS ,Comuna,-31.429830551147,-63.832790374756,,952,31974,37518,33944,35823,38577,40928,39463,38223,38467,40899,39347,42395,41888,46493,44216,44841,53764,56277,52943,51226,53940,51513,54775,47681,61680,61126,67842,61778,76188,76458,"73046,65","74528,03","75943,65","73180,02","81578,33","78965,98",88535,76537,75307,71956,94103,93321,87012,93054,90421,"97727,2","99983,2","97452,6","107785,5","116180,3","102429,6",107157,127048,129213,"125792,58","128018,3","124059,69","128667,1","133765,04","130378,77","153640,22","163515,27","137553,05",147739
225,TOTORAL,CAPILLA DE SITON ,Comuna,-30.572900772095,-63.652381896973,,459,20513,24070,21777,22983,24750,26258,25318,24522,24678,26239,25243,27199,26874,29828,28367,28768,34493,36105,33966,32865,34606,33049,35141,30590,39571,39216,40830,38761,47802,47971,"45831,18","46760,63","47648,82","45914,86","51184,15","49545,1",55549,48021,47249,45147,59042,58552,54593,58384,56732,"61316,3","62731,8",61144,"67627,1","72894,2","64266,7",67233,79713,81071,"78925,2","80321,67","77837,95","80728,75","83927,32","81802,69","96397,47","102593,3",86304,92695
226,RIO SEGUNDO,CAPILLA DEL CARMEN ,Municipio,-31.508449554443,-63.342529296875,,362,81086,95146,86081,90848,97832,103794,100079,96935,97552,103721,99785,107515,106229,117906,112132,113717,136347,142720,134265,129911,136793,130638,138909,120919,156421,155016,151197,149914,184882,185536,177258,180853,184288,177582,197962,191622,214842,185727,182743,174612,228354,226456,211147,225810,219419,"237149,2","242623,5","236484,8",261557,281928,248560,260031,308301,313554,"305253,8","310654,9","301048,7","312229,26","324600,16","316382,88","372830,15","396793,38","333792,3",358510
227,PUNILLA,CAPILLA DEL MONTE ,Municipio,-30.861560821533,-64.523727416992,http://www.capilladelmonte.gov.ar,10391,306953,360176,325860,343904,370343,392913,378851,366947,369283,392639,377735,407000,402131,446335,424478,430478,516141,540268,508260,491778,517831,494532,525840,457742,592131,586814,574158,568084,700590,703071,671702,685324,698342,672929,750156,726135,814122,703796,692485,661676,865325,858135,800122,855684,831468,"898653,1","919397,6","896129,8",991144,1068340,941895,985363,1168277,1188183,"1156728,8","1177195,4",1140794,"1183161,51","1230040,8","1198902,26","1412802,52","1503609,77","1264873,49",1358541
228,MARCOS JUAREZ,CAP. GRAL. B. O'HIGGINS ,Municipio,-33.248298645020,-62.268619537354,,453,83445,97913,88585,93490,100677,106813,102990,99754,100389,106738,102687,110642,109319,121336,115394,117025,140312,146871,138170,133689,140772,134438,142949,124436,160970,159525,154393,153885,189779,190450,181954,185644,189170,182286,203205,196698,220533,190647,187584,179238,234403,232455,216741,231791,225232,"243431,1","249050,5",242747,268485,289396,255144,266920,316468,321860,"313339,8","318883,9","309023,3","320500,01","333198,6","324763,66","382706,17","407304,17","342634,23",368007
229,JUAREZ CELMAN,CARNERILLO ,Municipio,-32.913169860840,-64.022819519043,,2010,120503,141398,127926,135010,145389,154250,148729,144056,144973,154142,148291,159780,157869,175222,166642,168997,202627,212098,199533,193062,203290,194143,206434,179700,232459,230371,225797,223146,275195,276169,263848,269199,274312,264330,294665,285229,319791,276454,272012,259910,339904,337079,314292,336116,326605,"352995,4",361144,"352003,5",389326,419649,369981,387056,458905,466724,"454368,8","462408,2","448109,6","464751,74","483165,76","470934,39","554955,87","590625,02","496848,22",533641
230,RIO SEGUNDO,CARRILOBO ,Municipio,-31.871500015259,-63.116111755371,,1772,114230,134036,121266,127981,137820,146219,140986,136556,137426,146117,140571,151461,149650,166100,157966,160199,192078,201056,189145,183011,192707,184036,195687,170345,220357,218378,211922,210842,260021,260941,249300,254355,259187,249755,278417,269502,302158,261211,257013,245578,321162,318493,296962,317583,308596,"333531,4","341230,7","332594,1",367859,396510,349580,365714,433601,440989,"429315,1","436911,3",423401,"439125,53","456524,22","444967,27","524355,85","558058,22","469452,23",504216
231,PUNILLA,CASA GRANDE ,Comuna,-31.164190292358,-64.474807739258,http://www.casagrande.gov.ar/,589,21687,25447,23023,24297,26164,27759,26766,25925,26090,27739,26686,28755,28411,31534,29989,30413,36465,38170,35907,34743,36585,34939,37150,32339,41833,41458,46140,41942,51723,51907,"49590,67","50597,37","51558,42","49682,21","55383,74","53610,25",60105,51961,51126,48851,63886,63356,59073,63175,61387,"66346,1","67878,6","66161,6","73175,5","78874,7","69539,5",72748,86252,87722,"85399,37","86911,4","84222,94","87350,86","90811,81","88513,9","104304,88","111008,95","93384,45",100300
232,MARCOS JUAREZ,CAVANAGH ,Municipio,-33.475978851318,-62.339511871338,,1255,102373,120124,108679,114697,123514,131042,126352,122382,123161,130950,125980,135740,134117,148859,141569,143570,172140,180187,169512,164015,172704,164933,175375,152663,197484,195711,188849,188608,232602,233425,223010,227533,231855,223418,249058,241082,270295,233666,229911,219682,287295,284907,265647,284093,276054,298360,"305247,3","297521,5",329068,354697,312716,327148,387877,394486,"384043,1","390838,2","378752,7","392819,02","408382,98","398044,74","469061,66","499210,05","419947,71",451046
233,RIO SECO,CERRO COLORADO ,Comuna,-30.097240447998,-63.932441711426,,371,17139,20111,18195,19202,20679,21939,21154,20489,20619,21923,21091,22725,22454,24922,23701,24036,28819,30167,28379,27459,28914,27613,29361,25559,33062,32766,45904,36206,44651,44809,"42810,15","43678,34","44507,99","42888,32","47810,28","46279,27",51887,44856,44135,42171,55150,54692,50995,54536,52993,"57274,6","58596,7","57113,6","63169,4","68089,3","60030,5",62801,74459,75727,"73722,74","75027,16","72707,16","75407,4","78395,14","76410,56","90043,3","95830,73","80615,16",86585
234,RIO CUARTO,CHAJAN ,Municipio,-33.555908203125,-65.003349304199,http://www.chajan.gov.ar,744,90318,105978,95881,101190,108969,115610,111473,107970,108658,115530,111144,119755,118323,131329,124898,126663,151869,158968,149550,144700,152366,145511,154723,134685,174228,172664,166463,166350,205151,205877,196692,200681,204493,197051,219665,212631,238396,206090,202778,193756,253390,251284,234297,250566,243476,"263149,2","269223,8","262409,7",290233,312838,275811,288540,342102,347931,"338720,6","344713,7","334054,4","346460,76","360187,96","351069,77","413705,68","440296,14","370387,88",397816
235,RIO PRIMERO,CHALACEA ,Comuna,-30.761749267578,-63.559169769287,,221,14870,17448,15786,16660,17940,19034,18352,17776,17889,19020,18298,19716,19480,21622,20563,20853,25003,26172,24621,23823,25085,23956,25473,22174,28684,28427,30670,28445,35080,35204,"33633,4","34315,48","34967,28","33694,8","37561,7","36358,88",40765,35240,34674,33131,43328,42968,40064,42846,41633,"44997,3",46036,"44870,8","49628,4","53493,7","47162,4",49339,58498,59494,"57919,58","58944,39","57121,7","59243,12","61590,4","60031,24","70741,68","75288,52","63334,54",68025
236,POCHO,CHANCANI ,Comuna,-31.416650772095,-65.451469421387,,511,23352,27401,24790,26163,28174,29891,28821,27916,28094,29870,28737,30963,30593,33955,32293,32749,39266,41101,38666,37412,39395,37622,40004,34823,45047,44642,54823,46829,57751,57956,"55370,16","56493,07","57566,12","55471,26","61837,27","59857,09",67110,58016,57083,54544,71331,70738,65956,70536,68540,"74078,3","75788,3","73870,1","81702,6",88066,"77642,8",81226,96304,97945,"95352,16","97039,28","94038,61","97531,08","101395,38","98828,54","116460,98","123946,38","104266,72",111988
237,RIO SECO,CHAÑAR VIEJO ,Comuna,-29.998800277710,-63.852111816406,,199,14534,17055,15430,16284,17536,18605,17939,17375,17486,18592,17886,19272,19041,21134,20099,20383,24440,25582,24066,23286,24520,23416,24899,21674,28038,27786,30171,27866,34366,34487,"32948,85","33617,05","34255,59","33009,01","36797,2","35618,86",39935,34523,33968,32457,42447,42094,39248,41974,40786,"44081,4",45099,"43957,5","48618,3",52405,"46202,5",48335,57307,58284,"56740,74","57744,68","55959,09","58037,33","60336,84","58809,41","69301,86","73756,16","62045,48",66640
238,PUNILLA,CHARBONIER ,Comuna,-30.775690078735,-64.543472290039,,530,20239,23748,21485,22675,24419,25906,24979,24194,24348,25888,24906,26835,26514,29429,27988,28383,34031,35622,33512,32425,34143,32606,34671,30181,39042,38691,44409,39579,48811,48984,"46798,71","47747,78","48654,72","46884,15","52264,69","50591,04",56721,49035,48247,46100,60289,59788,55746,59617,57930,"62610,8","64056,1","62434,8","69054,8","74433,1","65623,4",68652,81396,82783,"80591,37","82017,32","79481,17","82432,99","85699,08","83529,6","98432,49","104759,13","88125,94",94652
239,JUAREZ CELMAN,CHARRAS ,Municipio,-33.024131774902,-64.045913696289,,1043,97754,114704,103775,109522,117941,125129,120651,116860,117604,125042,120296,129615,128065,142142,135182,137092,164373,172056,161863,156614,164911,157491,167462,145775,188573,186880,181228,180390,222466,223253,213293,217618,221752,213682,238205,230577,258517,223483,219892,210109,274776,272492,254071,271714,264025,"285358,6","291945,9","284556,7",314728,339241,299089,312893,370975,377296,"367308,1","373807,1","362248,1","375701,54","390587,29","380699,54","448621,83","477456,48","401648,07",431391
240,GENERAL SAN MARTIN,CHAZON ,Municipio,-33.078300476074,-63.274890899658,,1074,98390,115451,104451,110235,118709,125944,121437,117621,118370,125856,121079,130459,128899,143068,136062,137985,165444,173177,162917,157634,165985,158517,168552,146724,189801,188097,181706,181337,223634,224425,214413,218761,222916,214804,239456,231788,259874,224657,221047,211212,276219,273923,255405,273141,265411,"286857,1","293478,9",286051,316381,341022,300660,314536,372923,379277,"369236,8",375770,"364150,3","377674,38","392638,29","382698,63","450977,58","479963,64","403757,16",433656
241,UNION,CHILIBROSTE ,Municipio,-32.332248687744,-62.511260986328,,574,85618,100464,90892,95925,103299,109595,105673,102352,103004,109518,105362,113524,112166,124496,118399,120073,143967,150697,141769,137171,144438,137940,146672,127677,165163,163680,163723,159613,196843,197540,188727,192554,196211,189071,210769,204020,228742,197744,194566,185910,243129,241108,224808,240419,233616,"252492,5",258321,251783,278479,300169,264642,276855,328248,333841,"325003,4","330753,9","320526,3","332430,16","345601,44","336852,52","396951,86","422465,48","355388,3",381705
242,RIO CUARTO,CHUCUL ,Comuna,-33.009948730469,-64.168731689453,,352,17336,20342,18404,19423,20916,22191,21396,20724,20856,22175,21333,22986,22711,25208,23974,24312,29150,30513,28705,27774,29246,27930,29698,25853,33442,33142,34998,32917,40595,40739,"38921,13","39710,45","40464,73","38992,2","43467,03","42075,11",47173,40781,40125,38340,50140,49725,46362,49582,48179,"52071,6","53273,6","51926,3","57430,9","61903,9","54577,1",57096,67695,68848,"67025,52","68211,44","66102,19","68557,14","71273,46","69469,16","81863,46","87125,14","73291,8",78719
243,ISCHILIN,CHUÑA ,Comuna,-30.468090057373,-64.668312072754,,621,23044,27041,24464,25819,27804,29498,28442,27549,27724,29478,28359,30556,30190,33509,31868,32318,38750,40561,38158,36921,38876,37127,39478,34365,44455,44055,47611,44109,54398,54590,"52154,67","53212,37","54223,11","52249,9","58246,22","56381,03",63213,54647,53768,51376,67189,66630,62126,66440,64560,"69776,4","71387,1","69580,3","76957,9","82951,7","73133,8",76509,90711,92257,"89814,8","91403,95","88577,54","91867,19","95507,08","93089,31","109697,78","116748,48","98211,68",105485
244,SOBREMONTE,CHUÑA HUASI ,Comuna,-29.935890197754,-64.114280700684,,254,15899,18655,16877,17812,19182,20351,19622,19006,19127,20336,19564,21080,20828,23118,21985,22296,26733,27983,26325,25471,26821,25614,27235,23708,30669,30393,32295,30252,37308,37440,"35769,86","36495,27","37188,48","35835,17","39947,69","38668,47",43354,37479,36877,35236,46081,45698,42609,45567,44278,"47855,6","48960,3","47721,1","52780,9","56891,8","50158,2",52473,62214,63274,"61598,75","62688,65","60750,18","63006,36","65502,75","63844,54","75235,33","80070,99","67357,68",72346
245,TULUMBA,CHURQUI CAÑADA ,Comuna,-30.173690795898,-63.926689147949,,176,12847,15075,13638,14394,15500,16445,15857,15358,15456,16434,15810,17035,16831,18681,17766,18017,21603,22613,21273,20583,21673,20698,22009,19158,24783,24561,34412,0,0,0,"32091,21","32742,02","33363,94","32149,81","35839,4","34691,73",38895,33624,33084,31612,41342,40998,38227,40881,39724,42934,"43925,1","42813,4","47352,8","51040,9","44999,9",47077,55816,56767,"55263,81","56241,63","54502,52","56526,66","58766,32","57278,65","67497,98","71836,34","60430,48",64906
246,MINAS,CIENAGA DEL CORO ,Comuna,-31.042079925537,-65.282218933105,,689,26484,31076,28115,29673,31954,33901,32688,31661,31862,33877,32591,35116,34696,38510,36624,37142,44533,46615,43853,42431,44679,42669,45370,39494,51090,50631,52991,50134,61827,62046,"59278,01","60480,17","61628,95","59386,24","66201,55","64081,6",71847,62110,61112,58393,76365,75731,70611,75514,73377,"79306,5","81137,2","79083,7","87468,9","94281,4","83122,5",86959,103101,104858,"102081,8","103887,99","100675,55","104414,5","108551,53","105803,54","124680,42","132694,11","111625,53",119892
247,UNION,CINTRA ,Municipio,-32.306278228760,-62.651161193848,,1343,104498,122617,110935,117078,126078,133762,128975,124923,125718,133669,128595,138558,136901,151949,144508,146551,175714,183927,173031,167420,176289,168357,179016,155832,201584,199774,195982,193565,238714,239559,228871,233512,237948,229289,255603,247418,277398,239806,235953,225455,294845,292394,272628,291559,283308,"306200,6","313268,9","305340,1",337715,364018,320934,335746,398070,404852,"394135,4","401109,1","388705,9","403141,93","419114,9","408504,97","481388,15","512328,82","430983,54",462899
248,RIO SEGUNDO,COLAZO ,Municipio,-31.964609146118,-63.382701873779,,1563,109291,128241,116023,122448,131861,139897,134891,130652,131484,139800,134493,144913,143180,158919,151136,153272,183773,192363,180967,175099,184375,176079,187226,162980,210830,208936,203019,201810,248883,249763,238620,243459,248084,239056,266491,257957,289214,250021,246003,235058,307404,304850,284241,303979,295376,"319243,8","326613,3","318346,7",352101,379524,334605,350047,415027,422098,"410924,4","418195,2","405263,7","420314,59","436967,96","425906,08","501893,87","534152,52","449342,17",482617
249,TERCERO ARRIBA,COLONIA ALMADA ,Municipio,-32.034599304199,-63.864208221436,http://www.colonialmada.gov.ar,502,84312,98931,89506,94462,101723,107923,104061,100791,101433,107848,103754,111792,110455,122597,116593,118241,141771,148398,139606,135079,142235,135835,144435,125730,162643,161183,156592,155677,191989,192668,184072,187805,191373,184408,205572,198989,223101,192867,189768,181325,237133,235162,219264,234490,227854,"246265,6","251950,4","245573,5",271612,292766,258115,270028,320153,325608,"316988,3","322596,9","312621,5","324231,84","337078,3","328545,14","387162,33","412046,74","346623,8",372292
